YEAR,MO,DY,RH2M,PRECTOTCORR,AOD_55,ALLSKY_SFC_SW_DWN,IMERG_PRECTOT,Fecha
2005,12,10,85.15,0.1,0.1,4.56,,2005-12-10
2005,12,11,84.83,0.23,0.1,2.9148,,2005-12-11
2005,12,12,83.73,0.1,0.12,3.0168,,2005-12-12
2005,12,13,85.36,0.18,0.14,4.1352,,2005-12-13
2005,12,14,88.03,0.01,0.16,5.0587,,2005-12-14
2005,12,15,85.78,2.85,0.32,1.7662,,2005-12-15
2005,12,16,82.74,0.18,0.26,2.3609,,2005-12-16
2005,12,17,84.74,0.05,0.33,3.2105,,2005-12-17
2005,12,18,84.66,0.63,0.25,3.0698,,2005-12-18
2005,12,19,86.26,1.02,0.21,2.5368,,2005-12-19
2005,12,20,85.75,2.44,0.24,2.5577,,2005-12-20
2005,12,21,90.29,5.09,0.16,1.817,,2005-12-21
2005,12,22,84.97,1.78,0.12,3.0718,,2005-12-22
2005,12,23,81.26,0.03,0.06,4.4383,,2005-12-23
2005,12,24,80.28,0.0,0.15,4.7717,,2005-12-24
2005,12,25,71.71,0.0,0.16,3.353,,2005-12-25
2005,12,26,77.82,0.04,0.04,4.6051,,2005-12-26
2005,12,27,73.83,0.0,0.08,5.0124,,2005-12-27
2005,12,28,71.9,0.0,0.09,4.7784,,2005-12-28
2005,12,29,73.92,0.01,0.14,4.6692,,2005-12-29
2005,12,30,77.27,0.0,0.26,3.9161,,2005-12-30
2005,12,31,83.57,0.0,0.3,4.1246,,2005-12-31
2006,1,1,79.59,0.0,0.19,4.5902,,2006-01-01
2006,1,2,76.46,0.0,0.2,4.6752,,2006-01-02
2006,1,3,79.42,0.0,0.4,4.4232,,2006-01-03
2006,1,4,79.15,0.1,0.21,4.5636,,2006-01-04
2006,1,5,85.18,2.76,0.28,4.1225,,2006-01-05
2006,1,6,64.95,1.47,0.23,4.3865,,2006-01-06
2006,1,7,62.47,0.0,0.06,5.3016,,2006-01-07
2006,1,8,72.45,0.01,0.05,5.2826,,2006-01-08
2006,1,9,73.88,0.3,0.1,4.7767,,2006-01-09
2006,1,10,82.1,0.18,0.24,4.6207,,2006-01-10
2006,1,11,80.93,0.07,0.16,4.541,,2006-01-11
2006,1,12,81.63,0.0,0.15,5.0309,,2006-01-12
2006,1,13,79.7,1.07,0.23,4.663,,2006-01-13
2006,1,14,77.45,2.96,0.22,3.1982,,2006-01-14
2006,1,15,79.4,0.05,0.08,5.1235,,2006-01-15
2006,1,16,79.83,0.0,0.17,4.614,,2006-01-16
2006,1,17,64.4,0.35,0.46,2.6196,,2006-01-17
2006,1,18,69.38,0.19,0.09,3.9343,,2006-01-18
2006,1,19,71.93,0.02,0.13,5.3618,,2006-01-19
2006,1,20,79.03,0.0,0.16,4.8946,,2006-01-20
2006,1,21,85.35,0.27,0.23,3.0036,,2006-01-21
2006,1,22,84.72,0.31,0.14,4.1393,,2006-01-22
2006,1,23,87.87,5.86,0.21,2.7082,,2006-01-23
2006,1,24,81.08,6.68,0.24,1.9786,,2006-01-24
2006,1,25,85.34,11.57,0.3,1.5965,,2006-01-25
2006,1,26,86.57,4.01,0.29,2.1862,,2006-01-26
2006,1,27,85.48,0.95,0.19,2.699,,2006-01-27
2006,1,28,84.83,0.01,0.2,4.1306,,2006-01-28
2006,1,29,85.74,0.0,0.28,3.4853,,2006-01-29
2006,1,30,83.14,0.03,0.32,4.7801,,2006-01-30
2006,1,31,81.84,0.03,0.4,3.335,,2006-01-31
2006,2,1,81.32,0.0,0.49,3.4723,,2006-02-01
2006,2,2,71.23,0.03,0.42,2.0774,,2006-02-02
2006,2,3,69.8,0.06,0.38,4.7616,,2006-02-03
2006,2,4,74.32,0.27,0.47,3.079,,2006-02-04
2006,2,5,71.06,0.0,0.07,5.9966,,2006-02-05
2006,2,6,74.88,0.02,0.15,5.4082,,2006-02-06
2006,2,7,68.59,0.98,0.42,3.2662,,2006-02-07
2006,2,8,78.99,0.48,0.3,3.9763,,2006-02-08
2006,2,9,80.44,0.42,0.19,3.1764,,2006-02-09
2006,2,10,83.01,0.0,0.22,5.2015,,2006-02-10
2006,2,11,72.99,1.0,0.5,2.2013,,2006-02-11
2006,2,12,73.41,2.62,0.49,2.0419,,2006-02-12
2006,2,13,74.25,1.39,0.09,2.4737,,2006-02-13
2006,2,14,73.59,0.1,0.09,5.7698,,2006-02-14
2006,2,15,76.97,0.0,0.14,5.4715,,2006-02-15
2006,2,16,80.08,0.0,0.12,6.1682,,2006-02-16
2006,2,17,77.69,0.0,0.27,5.7811,,2006-02-17
2006,2,18,77.87,0.03,0.22,4.8413,,2006-02-18
2006,2,19,79.27,0.05,0.15,4.8566,,2006-02-19
2006,2,20,75.12,0.02,0.19,4.4098,,2006-02-20
2006,2,21,76.17,0.0,0.17,5.8152,,2006-02-21
2006,2,22,76.17,0.0,0.16,5.4835,,2006-02-22
2006,2,23,77.43,0.0,0.16,5.5315,,2006-02-23
2006,2,24,77.83,0.0,0.23,5.6338,,2006-02-24
2006,2,25,71.92,0.04,0.28,5.4478,,2006-02-25
2006,2,26,75.92,11.94,0.37,2.7794,,2006-02-26
2006,2,27,73.67,0.86,0.15,4.7431,,2006-02-27
2006,2,28,78.63,0.12,0.15,5.4341,,2006-02-28
2006,3,1,75.78,0.0,0.22,5.0635,,2006-03-01
2006,3,2,78.54,0.0,0.22,6.2294,,2006-03-02
2006,3,3,80.48,0.02,0.16,5.2814,,2006-03-03
2006,3,4,78.0,0.89,0.07,5.8999,,2006-03-04
2006,3,5,72.65,0.01,0.19,6.1963,,2006-03-05
2006,3,6,75.45,0.0,0.23,5.6083,,2006-03-06
2006,3,7,71.7,0.0,0.18,6.4387,,2006-03-07
2006,3,8,70.13,0.0,0.19,6.7402,,2006-03-08
2006,3,9,58.38,0.0,0.28,5.7514,,2006-03-09
2006,3,10,59.22,0.0,0.27,6.2782,,2006-03-10
2006,3,11,58.66,0.0,0.16,6.5782,,2006-03-11
2006,3,12,59.9,0.0,0.17,6.6821,,2006-03-12
2006,3,13,60.66,0.0,0.15,6.4049,,2006-03-13
2006,3,14,73.04,0.01,0.25,4.7268,,2006-03-14
2006,3,15,73.12,0.18,0.26,4.9814,,2006-03-15
2006,3,16,69.83,0.02,0.2,4.9282,,2006-03-16
2006,3,17,70.79,0.0,0.22,6.4738,,2006-03-17
2006,3,18,67.28,0.0,0.22,6.2698,,2006-03-18
2006,3,19,58.05,0.0,0.17,6.864,,2006-03-19
2006,3,20,45.53,0.0,0.15,5.8937,,2006-03-20
2006,3,21,61.06,0.05,0.19,6.3878,,2006-03-21
2006,3,22,73.24,0.03,0.3,4.9615,,2006-03-22
2006,3,23,71.86,3.08,0.6,3.24,,2006-03-23
2006,3,24,64.09,2.34,0.83,2.1444,,2006-03-24
2006,3,25,70.84,0.38,0.3,3.9816,,2006-03-25
2006,3,26,75.22,0.75,0.26,3.8218,,2006-03-26
2006,3,27,72.16,0.0,0.3,6.157,,2006-03-27
2006,3,28,72.67,0.25,0.3,5.3815,,2006-03-28
2006,3,29,69.63,0.04,0.25,5.6518,,2006-03-29
2006,3,30,65.95,0.01,0.27,6.4658,,2006-03-30
2006,3,31,62.56,0.01,0.22,6.5774,,2006-03-31
2006,4,1,62.68,0.04,0.19,6.5978,,2006-04-01
2006,4,2,66.01,0.0,0.2,6.451,,2006-04-02
2006,4,3,69.18,0.02,0.2,6.2654,,2006-04-03
2006,4,4,62.36,0.0,0.21,6.9372,,2006-04-04
2006,4,5,50.92,0.0,0.19,7.727,,2006-04-05
2006,4,6,52.21,0.0,0.21,6.9295,,2006-04-06
2006,4,7,45.54,0.0,0.18,6.5926,,2006-04-07
2006,4,8,56.02,0.79,0.36,6.1363,,2006-04-08
2006,4,9,62.79,0.34,0.31,5.5006,,2006-04-09
2006,4,10,60.66,0.02,0.23,4.5089,,2006-04-10
2006,4,11,64.25,0.02,0.24,4.7122,,2006-04-11
2006,4,12,61.96,0.83,0.34,6.906,,2006-04-12
2006,4,13,69.48,2.03,0.27,6.1385,,2006-04-13
2006,4,14,67.38,0.3,0.2,6.8585,,2006-04-14
2006,4,15,63.1,0.0,0.18,7.5701,,2006-04-15
2006,4,16,51.64,0.0,0.16,7.3318,,2006-04-16
2006,4,17,49.96,0.01,0.14,7.4268,,2006-04-17
2006,4,18,48.04,0.0,0.16,7.163,,2006-04-18
2006,4,19,56.78,0.29,0.28,6.1032,,2006-04-19
2006,4,20,58.64,0.77,0.49,5.6434,,2006-04-20
2006,4,21,61.61,0.09,0.53,5.334,,2006-04-21
2006,4,22,65.74,0.26,0.54,4.9685,,2006-04-22
2006,4,23,62.36,0.06,0.4,6.3734,,2006-04-23
2006,4,24,55.79,0.02,0.36,6.7289,,2006-04-24
2006,4,25,57.55,0.01,0.31,7.0358,,2006-04-25
2006,4,26,59.18,0.0,0.3,6.6878,,2006-04-26
2006,4,27,59.59,0.0,0.33,6.3202,,2006-04-27
2006,4,28,51.02,0.0,0.37,6.6749,,2006-04-28
2006,4,29,54.03,0.8,0.4,6.1536,,2006-04-29
2006,4,30,73.27,34.9,0.67,3.8738,,2006-04-30
2006,5,1,75.33,6.43,0.61,5.5894,,2006-05-01
2006,5,2,82.12,5.56,0.49,4.033,,2006-05-02
2006,5,3,76.86,0.42,0.46,6.1236,,2006-05-03
2006,5,4,75.26,0.04,0.49,5.6554,,2006-05-04
2006,5,5,72.66,0.06,0.46,5.994,,2006-05-05
2006,5,6,66.77,0.73,0.52,5.9534,,2006-05-06
2006,5,7,63.3,0.06,0.47,6.4466,,2006-05-07
2006,5,8,61.04,0.09,0.52,5.6458,,2006-05-08
2006,5,9,55.76,0.0,0.39,6.8398,,2006-05-09
2006,5,10,50.35,0.01,0.33,7.0272,,2006-05-10
2006,5,11,66.22,2.02,0.49,5.7847,,2006-05-11
2006,5,12,75.74,2.13,0.63,4.9951,,2006-05-12
2006,5,13,77.25,0.94,0.55,5.6933,,2006-05-13
2006,5,14,68.84,0.41,0.48,6.6365,,2006-05-14
2006,5,15,74.08,0.82,0.54,5.268,,2006-05-15
2006,5,16,68.17,3.56,0.48,3.7728,,2006-05-16
2006,5,17,64.52,0.28,0.26,6.0185,,2006-05-17
2006,5,18,60.83,0.26,0.24,6.689,,2006-05-18
2006,5,19,64.98,0.44,0.34,6.5443,,2006-05-19
2006,5,20,69.0,5.96,0.44,6.1032,,2006-05-20
2006,5,21,70.35,0.76,0.52,6.4999,,2006-05-21
2006,5,22,70.76,0.71,0.3,6.2695,,2006-05-22
2006,5,23,69.01,0.89,0.18,6.7529,,2006-05-23
2006,5,24,69.47,1.51,0.15,6.8594,,2006-05-24
2006,5,25,72.67,0.97,0.18,6.3859,,2006-05-25
2006,5,26,71.31,0.11,0.24,4.4131,,2006-05-26
2006,5,27,68.41,0.02,0.31,5.8354,,2006-05-27
2006,5,28,68.23,8.9,0.27,5.2562,,2006-05-28
2006,5,29,80.46,12.06,0.36,5.7322,,2006-05-29
2006,5,30,84.36,13.92,0.44,4.7479,,2006-05-30
2006,5,31,80.66,5.01,0.37,5.7629,,2006-05-31
2006,6,1,83.29,10.83,0.34,4.2463,,2006-06-01
2006,6,2,78.2,7.54,0.41,5.4703,,2006-06-02
2006,6,3,76.92,4.2,0.39,5.0294,,2006-06-03
2006,6,4,79.71,9.23,0.34,3.3175,,2006-06-04
2006,6,5,84.48,14.01,0.26,2.2706,,2006-06-05
2006,6,6,81.33,8.8,0.18,5.3642,,2006-06-06
2006,6,7,72.73,0.22,0.19,6.504,,2006-06-07
2006,6,8,70.95,0.41,0.28,5.9801,,2006-06-08
2006,6,9,71.16,0.65,0.19,6.7476,,2006-06-09
2006,6,10,72.78,0.69,0.15,6.7594,,2006-06-10
2006,6,11,69.82,1.16,0.16,6.3007,,2006-06-11
2006,6,12,72.56,1.34,0.22,6.0331,,2006-06-12
2006,6,13,72.65,1.7,0.13,6.9017,,2006-06-13
2006,6,14,70.22,2.45,0.17,7.0426,,2006-06-14
2006,6,15,72.33,0.3,0.35,6.4786,,2006-06-15
2006,6,16,73.77,0.29,0.27,6.768,,2006-06-16
2006,6,17,79.24,7.11,0.2,6.9852,,2006-06-17
2006,6,18,81.54,6.45,0.25,6.5734,,2006-06-18
2006,6,19,73.85,1.76,0.24,6.3288,,2006-06-19
2006,6,20,72.39,1.86,0.16,6.9319,,2006-06-20
2006,6,21,75.68,8.72,0.21,6.3451,,2006-06-21
2006,6,22,80.05,12.26,0.36,5.5106,,2006-06-22
2006,6,23,77.94,20.53,0.33,6.2506,,2006-06-23
2006,6,24,75.05,6.25,0.22,6.0874,,2006-06-24
2006,6,25,76.41,4.0,0.15,6.0288,,2006-06-25
2006,6,26,73.38,1.56,0.18,6.5278,,2006-06-26
2006,6,27,76.31,5.63,0.25,6.641,,2006-06-27
2006,6,28,84.17,29.99,0.28,4.4438,,2006-06-28
2006,6,29,85.16,35.8,0.44,2.1732,,2006-06-29
2006,6,30,86.94,17.27,0.46,2.9438,,2006-06-30
2006,7,1,85.94,5.07,0.42,5.3654,,2006-07-01
2006,7,2,82.85,5.35,0.28,4.8504,,2006-07-02
2006,7,3,84.17,6.32,0.34,5.1038,,2006-07-03
2006,7,4,84.15,4.69,0.31,4.1424,,2006-07-04
2006,7,5,75.56,0.25,0.27,7.055,,2006-07-05
2006,7,6,80.74,1.59,0.24,6.3734,,2006-07-06
2006,7,7,85.13,5.12,0.27,5.2039,,2006-07-07
2006,7,8,88.12,18.51,0.38,4.4345,,2006-07-08
2006,7,9,87.46,42.27,0.57,1.6154,,2006-07-09
2006,7,10,81.85,17.57,0.44,3.7214,,2006-07-10
2006,7,11,82.1,14.23,0.25,5.2531,,2006-07-11
2006,7,12,82.23,4.74,0.23,5.4871,,2006-07-12
2006,7,13,83.93,7.7,0.23,6.0079,,2006-07-13
2006,7,14,87.75,26.2,0.57,4.3363,,2006-07-14
2006,7,15,83.69,9.11,0.41,4.601,,2006-07-15
2006,7,16,84.65,9.56,0.2,4.4863,,2006-07-16
2006,7,17,85.19,3.84,0.15,5.9926,,2006-07-17
2006,7,18,82.29,9.33,0.17,5.9842,,2006-07-18
2006,7,19,81.97,20.35,0.4,6.005,,2006-07-19
2006,7,20,89.92,76.17,0.53,1.4064,,2006-07-20
2006,7,21,90.27,77.1,0.52,2.4334,,2006-07-21
2006,7,22,86.85,39.52,0.44,3.4656,,2006-07-22
2006,7,23,86.11,28.08,0.42,3.409,,2006-07-23
2006,7,24,91.8,10.04,0.61,3.4342,,2006-07-24
2006,7,25,88.31,0.77,0.32,5.2265,,2006-07-25
2006,7,26,83.51,0.48,0.29,6.7094,,2006-07-26
2006,7,27,84.23,1.19,0.29,6.5534,,2006-07-27
2006,7,28,84.07,5.16,0.21,6.2081,,2006-07-28
2006,7,29,82.13,8.96,0.28,4.9279,,2006-07-29
2006,7,30,78.71,1.24,0.27,6.4932,,2006-07-30
2006,7,31,81.9,2.99,0.35,5.5274,,2006-07-31
2006,8,1,84.06,7.59,0.29,6.5158,,2006-08-01
2006,8,2,85.38,27.43,0.36,5.4286,,2006-08-02
2006,8,3,89.47,15.65,0.36,4.3942,,2006-08-03
2006,8,4,87.19,10.34,0.44,3.281,,2006-08-04
2006,8,5,84.56,11.8,0.27,3.5981,,2006-08-05
2006,8,6,86.11,17.41,0.36,3.1618,,2006-08-06
2006,8,7,89.76,16.65,0.38,3.2633,,2006-08-07
2006,8,8,87.44,17.05,0.26,4.9618,,2006-08-08
2006,8,9,89.48,12.04,0.19,4.2672,,2006-08-09
2006,8,10,85.17,4.99,0.24,6.306,,2006-08-10
2006,8,11,83.62,0.84,0.29,6.3665,,2006-08-11
2006,8,12,84.84,0.48,0.31,6.4675,,2006-08-12
2006,8,13,83.75,11.57,0.31,3.7142,,2006-08-13
2006,8,14,87.27,15.01,0.2,5.2879,,2006-08-14
2006,8,15,84.24,3.5,0.27,5.9652,,2006-08-15
2006,8,16,81.72,0.33,0.26,6.5047,,2006-08-16
2006,8,17,82.87,1.52,0.23,6.4286,,2006-08-17
2006,8,18,81.63,1.56,0.27,6.4884,,2006-08-18
2006,8,19,79.63,4.08,0.33,6.2522,,2006-08-19
2006,8,20,80.71,4.0,0.33,5.6933,,2006-08-20
2006,8,21,81.38,3.61,0.3,5.7924,,2006-08-21
2006,8,22,82.13,13.34,0.29,6.3504,,2006-08-22
2006,8,23,88.25,17.56,0.31,2.5956,,2006-08-23
2006,8,24,87.56,10.21,0.31,4.259,,2006-08-24
2006,8,25,89.0,2.66,0.38,5.1907,,2006-08-25
2006,8,26,84.91,3.06,0.35,5.2685,,2006-08-26
2006,8,27,81.58,2.54,0.42,6.4879,,2006-08-27
2006,8,28,82.76,5.82,0.33,4.8686,,2006-08-28
2006,8,29,83.86,7.53,0.32,4.6387,,2006-08-29
2006,8,30,85.35,7.79,0.28,5.6203,,2006-08-30
2006,8,31,84.13,4.69,0.24,6.0454,,2006-08-31
2006,9,1,81.11,5.65,0.09,6.4745,,2006-09-01
2006,9,2,82.36,13.81,0.1,6.4126,,2006-09-02
2006,9,3,85.76,13.79,0.26,5.0122,,2006-09-03
2006,9,4,84.12,8.2,0.23,3.3972,,2006-09-04
2006,9,5,86.72,9.9,0.26,3.6734,,2006-09-05
2006,9,6,84.3,4.09,0.16,5.8608,,2006-09-06
2006,9,7,81.12,3.93,0.15,5.9318,,2006-09-07
2006,9,8,82.98,2.89,0.16,6.4735,,2006-09-08
2006,9,9,81.9,3.42,0.18,5.9148,,2006-09-09
2006,9,10,81.44,3.96,0.16,6.0857,,2006-09-10
2006,9,11,82.37,5.11,0.16,5.8632,,2006-09-11
2006,9,12,85.95,13.4,0.22,4.2187,,2006-09-12
2006,9,13,90.56,12.08,0.25,2.7938,,2006-09-13
2006,9,14,89.81,16.75,0.2,5.4084,,2006-09-14
2006,9,15,86.21,4.9,0.2,5.9995,,2006-09-15
2006,9,16,84.79,0.99,0.12,6.0742,,2006-09-16
2006,9,17,85.01,1.16,0.12,6.4488,,2006-09-17
2006,9,18,84.19,7.87,0.15,6.2335,,2006-09-18
2006,9,19,89.93,25.52,0.25,4.1203,,2006-09-19
2006,9,20,90.74,8.52,0.3,2.4264,,2006-09-20
2006,9,21,83.58,0.17,0.28,6.3367,,2006-09-21
2006,9,22,85.27,0.45,0.21,6.0926,,2006-09-22
2006,9,23,84.48,0.5,0.13,6.6437,,2006-09-23
2006,9,24,87.72,38.15,0.17,4.7762,,2006-09-24
2006,9,25,87.54,23.93,0.21,3.6991,,2006-09-25
2006,9,26,89.16,8.12,0.13,5.4636,,2006-09-26
2006,9,27,85.26,8.35,0.11,5.7374,,2006-09-27
2006,9,28,84.92,7.91,0.1,6.0094,,2006-09-28
2006,9,29,86.58,11.47,0.13,5.4926,,2006-09-29
2006,9,30,80.2,20.43,0.15,5.6873,,2006-09-30
2006,10,1,84.44,9.33,0.2,5.0594,,2006-10-01
2006,10,2,82.67,8.15,0.28,4.2007,,2006-10-02
2006,10,3,85.73,8.23,0.23,4.9546,,2006-10-03
2006,10,4,87.7,27.36,0.31,3.7404,,2006-10-04
2006,10,5,88.64,22.39,0.27,5.358,,2006-10-05
2006,10,6,87.29,31.65,0.24,3.2021,,2006-10-06
2006,10,7,83.15,5.14,0.26,5.0935,,2006-10-07
2006,10,8,81.27,2.26,0.14,5.6467,,2006-10-08
2006,10,9,85.87,6.76,0.09,4.4263,,2006-10-09
2006,10,10,85.54,3.61,0.08,5.7206,,2006-10-10
2006,10,11,86.6,0.34,0.09,4.8816,,2006-10-11
2006,10,12,86.0,0.24,0.15,5.1216,,2006-10-12
2006,10,13,88.3,2.29,0.28,4.8,,2006-10-13
2006,10,14,93.5,7.64,0.38,4.1215,,2006-10-14
2006,10,15,90.48,3.05,0.17,5.3441,,2006-10-15
2006,10,16,79.74,0.07,0.11,4.1429,,2006-10-16
2006,10,17,75.92,0.05,0.09,6.0895,,2006-10-17
2006,10,18,82.33,0.3,0.14,5.4017,,2006-10-18
2006,10,19,86.86,4.79,0.15,4.5094,,2006-10-19
2006,10,20,90.17,4.81,0.18,3.9247,,2006-10-20
2006,10,21,82.21,0.42,0.17,5.1641,,2006-10-21
2006,10,22,84.83,5.47,0.17,4.285,,2006-10-22
2006,10,23,85.59,12.51,0.19,3.571,,2006-10-23
2006,10,24,86.26,1.2,0.24,5.3822,,2006-10-24
2006,10,25,84.6,0.57,0.22,5.0767,,2006-10-25
2006,10,26,88.74,0.06,0.18,5.2644,,2006-10-26
2006,10,27,87.88,4.65,0.3,4.8012,,2006-10-27
2006,10,28,68.26,0.84,0.27,3.6511,,2006-10-28
2006,10,29,66.86,0.02,0.16,6.0876,,2006-10-29
2006,10,30,74.96,0.0,0.08,6.036,,2006-10-30
2006,10,31,81.03,0.02,0.11,5.3429,,2006-10-31
2006,11,1,80.28,0.01,0.14,4.9498,,2006-11-01
2006,11,2,82.74,5.37,0.19,5.0774,,2006-11-02
2006,11,3,87.91,28.88,0.24,3.2318,,2006-11-03
2006,11,4,88.8,41.22,0.21,3.1171,,2006-11-04
2006,11,5,87.35,12.92,0.15,3.5138,,2006-11-05
2006,11,6,87.01,2.77,0.2,4.2362,,2006-11-06
2006,11,7,89.58,9.72,0.26,2.447,,2006-11-07
2006,11,8,85.61,2.3,0.14,4.6414,,2006-11-08
2006,11,9,89.78,0.33,0.21,4.463,,2006-11-09
2006,11,10,88.56,0.17,0.21,3.8549,,2006-11-10
2006,11,11,90.05,24.92,0.31,3.8388,,2006-11-11
2006,11,12,85.64,10.32,0.31,2.5171,,2006-11-12
2006,11,13,83.39,1.42,0.28,4.4592,,2006-11-13
2006,11,14,86.82,0.97,0.25,4.063,,2006-11-14
2006,11,15,77.95,4.73,0.35,4.4446,,2006-11-15
2006,11,16,71.89,0.72,0.21,1.7842,,2006-11-16
2006,11,17,75.17,0.11,0.19,4.5334,,2006-11-17
2006,11,18,83.85,4.02,0.25,3.9067,,2006-11-18
2006,11,19,85.45,14.11,0.17,1.0867,,2006-11-19
2006,11,20,81.45,21.81,0.22,1.7928,,2006-11-20
2006,11,21,77.16,3.22,0.11,3.4274,,2006-11-21
2006,11,22,73.33,0.04,0.04,4.9759,,2006-11-22
2006,11,23,72.27,0.01,0.04,4.7748,,2006-11-23
2006,11,24,75.18,0.2,0.05,3.9187,,2006-11-24
2006,11,25,71.75,0.12,0.06,3.8683,,2006-11-25
2006,11,26,82.3,0.05,0.08,4.9162,,2006-11-26
2006,11,27,83.06,0.0,0.13,5.1077,,2006-11-27
2006,11,28,86.81,0.01,0.21,4.9262,,2006-11-28
2006,11,29,88.34,0.01,0.13,4.7083,,2006-11-29
2006,11,30,86.66,0.56,0.18,4.6589,,2006-11-30
2006,12,1,74.41,4.19,0.28,3.3266,,2006-12-01
2006,12,2,83.71,3.93,0.21,3.4301,,2006-12-02
2006,12,3,88.64,19.08,0.33,1.3855,,2006-12-03
2006,12,4,77.18,7.12,0.39,2.0522,,2006-12-04
2006,12,5,83.59,1.36,0.15,2.9165,,2006-12-05
2006,12,6,85.48,0.25,0.12,3.6612,,2006-12-06
2006,12,7,89.01,7.2,0.29,2.9318,,2006-12-07
2006,12,8,88.68,11.25,0.57,1.8854,,2006-12-08
2006,12,9,83.94,13.45,0.25,2.3122,,2006-12-09
2006,12,10,86.92,4.87,0.16,3.2038,,2006-12-10
2006,12,11,84.28,0.64,0.12,3.9029,,2006-12-11
2006,12,12,88.72,0.5,0.13,4.1554,,2006-12-12
2006,12,13,92.08,4.15,0.13,3.1949,,2006-12-13
2006,12,14,86.64,4.8,0.1,3.5525,,2006-12-14
2006,12,15,87.02,12.37,0.17,4.1249,,2006-12-15
2006,12,16,87.56,0.14,0.16,4.3258,,2006-12-16
2006,12,17,88.53,0.72,0.14,4.1126,,2006-12-17
2006,12,18,87.54,1.54,0.15,4.0092,,2006-12-18
2006,12,19,89.91,0.04,0.18,2.9119,,2006-12-19
2006,12,20,88.76,0.07,0.17,3.3905,,2006-12-20
2006,12,21,91.61,0.02,0.22,3.5947,,2006-12-21
2006,12,22,89.99,0.01,0.28,2.5579,,2006-12-22
2006,12,23,90.79,1.11,0.27,3.215,,2006-12-23
2006,12,24,82.46,1.99,0.29,2.4936,,2006-12-24
2006,12,25,80.75,0.09,0.17,3.9482,,2006-12-25
2006,12,26,77.54,0.0,0.06,3.5597,,2006-12-26
2006,12,27,77.91,0.0,0.02,5.1804,,2006-12-27
2006,12,28,86.23,0.0,0.08,4.9435,,2006-12-28
2006,12,29,81.1,0.0,0.1,5.0374,,2006-12-29
2006,12,30,81.06,0.0,0.16,3.8141,,2006-12-30
2006,12,31,86.27,0.59,0.32,1.5842,,2006-12-31
2007,1,1,86.44,1.96,0.39,1.5912,,2007-01-01
2007,1,2,86.7,1.25,0.17,2.2286,,2007-01-02
2007,1,3,89.51,0.3,0.22,2.9851,,2007-01-03
2007,1,4,89.16,0.0,0.22,4.045,,2007-01-04
2007,1,5,84.55,0.0,0.21,4.1726,,2007-01-05
2007,1,6,87.24,0.0,0.19,4.626,,2007-01-06
2007,1,7,86.68,1.4,0.32,3.4925,,2007-01-07
2007,1,8,65.82,1.0,0.51,3.2525,,2007-01-08
2007,1,9,74.97,0.42,0.25,3.0463,,2007-01-09
2007,1,10,79.98,0.4,0.16,2.2284,,2007-01-10
2007,1,11,82.37,0.03,0.16,4.7136,,2007-01-11
2007,1,12,84.66,0.01,0.22,4.3094,,2007-01-12
2007,1,13,87.25,0.01,0.2,3.5611,,2007-01-13
2007,1,14,87.52,0.0,0.18,5.0453,,2007-01-14
2007,1,15,86.29,0.96,0.22,4.5715,,2007-01-15
2007,1,16,80.22,9.14,0.19,1.5194,,2007-01-16
2007,1,17,77.96,1.78,0.15,2.3738,,2007-01-17
2007,1,18,84.17,0.77,0.11,3.3994,,2007-01-18
2007,1,19,85.87,0.51,0.17,2.9789,,2007-01-19
2007,1,20,84.75,0.1,0.18,4.3961,,2007-01-20
2007,1,21,84.4,0.0,0.23,4.4542,,2007-01-21
2007,1,22,84.37,0.12,0.23,3.3156,,2007-01-22
2007,1,23,86.39,0.72,0.29,2.785,,2007-01-23
2007,1,24,83.06,0.47,0.34,1.5096,,2007-01-24
2007,1,25,75.23,0.99,0.23,1.7165,,2007-01-25
2007,1,26,81.18,0.86,0.16,2.2493,,2007-01-26
2007,1,27,80.95,0.06,0.21,2.473,,2007-01-27
2007,1,28,80.8,0.07,0.23,2.5342,,2007-01-28
2007,1,29,80.87,0.22,0.18,3.8954,,2007-01-29
2007,1,30,83.26,0.0,0.28,4.0289,,2007-01-30
2007,1,31,84.12,0.03,0.28,3.605,,2007-01-31
2007,2,1,80.49,0.02,0.24,2.0832,,2007-02-01
2007,2,2,79.03,0.2,0.38,3.3458,,2007-02-02
2007,2,3,87.48,15.98,0.55,1.7057,,2007-02-03
2007,2,4,88.67,19.23,0.36,0.9893,,2007-02-04
2007,2,5,87.4,6.12,0.14,3.1555,,2007-02-05
2007,2,6,82.24,1.74,0.14,3.487,,2007-02-06
2007,2,7,85.17,1.16,0.09,4.615,,2007-02-07
2007,2,8,85.35,0.0,0.15,5.0813,,2007-02-08
2007,2,9,85.64,0.21,0.23,4.2379,,2007-02-09
2007,2,10,88.46,12.26,0.3,3.8146,,2007-02-10
2007,2,11,84.21,1.77,0.12,4.794,,2007-02-11
2007,2,12,83.77,0.0,0.12,5.549,,2007-02-12
2007,2,13,76.96,0.0,0.2,5.2922,,2007-02-13
2007,2,14,81.03,0.21,0.35,2.8474,,2007-02-14
2007,2,15,81.52,1.26,0.33,2.1314,,2007-02-15
2007,2,16,78.75,2.83,0.22,2.6695,,2007-02-16
2007,2,17,82.7,0.52,0.16,4.8713,,2007-02-17
2007,2,18,76.61,0.98,0.3,4.4614,,2007-02-18
